blueprint_parser.rs	141	edge-only	1	spaghettio_core::blueprint_parser::parse_item_value::{closure#0}
blueprint_parser.rs	159	edge-only	1	spaghettio_core::blueprint_parser::parse_item_value::{closure#2}
blueprint_parser.rs	160	edge-only	1	spaghettio_core::blueprint_parser::parse_item_value::{closure#3}
blueprint_parser.rs	161	edge-only	1	spaghettio_core::blueprint_parser::parse_item_value::{closure#4}
blueprint_parser.rs	165	edge-only	1	spaghettio_core::blueprint_parser::parse_item_value::{closure#5}
blueprint_parser.rs	166	edge-only	1	spaghettio_core::blueprint_parser::parse_item_value::{closure#6}
blueprint_parser.rs	144	edge-only	1	spaghettio_core::blueprint_parser::parse_item_value::{closure#1}
blueprint_parser.rs	408	edge-only	9	spaghettio_core::blueprint_parser::bp_data_to_layout::{closure#0}
blueprint_parser.rs	84	edge-only	10	spaghettio_core::blueprint_parser::extract_id
blueprint_parser.rs	137	edge-only	40	spaghettio_core::blueprint_parser::parse_item_value
blueprint_parser.rs	511	dark	14	spaghettio_core::blueprint_parser::collect_blueprints
blueprint_parser.rs	551	dark	20	spaghettio_core::blueprint_parser::parse_blueprint_string_any
blueprint_parser.rs	103	dark	3	<<spaghettio_core::blueprint_parser::BpEntityItems as serde_core::de::Deserialize>::deserialize::ItemsVisitor as {invalid syntax}::Visitor>::expecting
bus/balancer_classify.rs	244	edge-only	14	spaghettio_core::bus::balancer_classify::detect_priority_needed::{closure#0}
bus/balancer_classify.rs	283	edge-only	6	spaghettio_core::bus::balancer_classify::detect_priority_needed::{closure#1}
bus/balancer_classify.rs	133	edge-only	5	spaghettio_core::bus::balancer_classify::topology_of_template
bus/balancer_classify.rs	229	edge-only	85	spaghettio_core::bus::balancer_classify::detect_priority_needed
bus/balancer_classify.rs	117	edge-only	3	spaghettio_core::bus::balancer_classify::classify
bus/balancer_classify.rs	38	edge-only	11	<spaghettio_core::bus::balancer_classify::BalancerTemplateRef as core::convert::From<&spaghettio_core::bus::balancer_library::BalancerTemplate>>::from
bus/balancer_generate.rs	63	edge-only	11	<spaghettio_core::bus::balancer_generate::OwnedTemplate>::to_blueprint
bus/balancer_generate.rs	152	edge-only	53	spaghettio_core::bus::balancer_generate::one_to_two
bus/balancer_library.rs	85	edge-only	1	<spaghettio_core::bus::balancer_library::BalancerTemplateEntity>::stamp::{closure#2}
bus/balancer_library.rs	86	edge-only	1	<spaghettio_core::bus::balancer_library::BalancerTemplateEntity>::stamp::{closure#3}
bus/balancer_library.rs	4307	dark	7	<spaghettio_core::bus::balancer_library::TemplateProvenance>::factorio_sat
bus/balancer_library.rs	4323	dark	36	spaghettio_core::bus::balancer_library::template_provenance
bus/balancer_topology.rs	64	edge-only	1	spaghettio_core::bus::balancer_topology::passthrough::{closure#0}
bus/balancer_topology.rs	78	edge-only	12	spaghettio_core::bus::balancer_topology::one_to_two
bus/balancer_topology.rs	231	edge-only	7	spaghettio_core::bus::balancer_topology::shift_node
bus/balancer_topology.rs	95	edge-only	12	spaghettio_core::bus::balancer_topology::two_to_one
bus/balancer_topology.rs	62	edge-only	11	spaghettio_core::bus::balancer_topology::passthrough
bus/balancer_topology.rs	36	edge-only	4	spaghettio_core::bus::balancer_topology::library_atom
bus/balancer_topology.rs	239	edge-only	8	spaghettio_core::bus::balancer_topology::shift_b_node
bus/balancer_topology.rs	221	edge-only	9	spaghettio_core::bus::balancer_topology::clos_interleave
bus/balancer_topology.rs	157	edge-only	54	spaghettio_core::bus::balancer_topology::series_permuted
bus/balancer_topology.rs	44	dark	8	spaghettio_core::bus::balancer_topology::library_atom_strict
bus/balancer_topology.rs	144	edge-only	4	spaghettio_core::bus::balancer_topology::series
bus/balancer_topology.rs	119	edge-only	21	spaghettio_core::bus::balancer_topology::parallel
bus/bands.rs	1025	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#16}::{closure#0}::{closure#0}::{closure#0}
bus/bands.rs	1017	edge-only	10	spaghettio_core::bus::bands::route_packed_nets::{closure#16}::{closure#0}::{closure#0}
bus/bands.rs	1038	edge-only	9	spaghettio_core::bus::bands::route_packed_nets::{closure#17}::{closure#0}::{closure#0}
bus/bands.rs	1662	dark	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#10}::{closure#0}::{closure#0}
bus/bands.rs	422	dark	1	spaghettio_core::bus::bands::packing_refusal::{closure#1}::{closure#0}
bus/bands.rs	634	edge-only	1	spaghettio_core::bus::bands::build_packed_nets::{closure#1}::{closure#0}
bus/bands.rs	858	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#3}::{closure#0}
bus/bands.rs	886	edge-only	7	spaghettio_core::bus::bands::route_packed_nets::{closure#6}::{closure#0}
bus/bands.rs	1015	edge-only	13	spaghettio_core::bus::bands::route_packed_nets::{closure#16}::{closure#0}
bus/bands.rs	1036	edge-only	12	spaghettio_core::bus::bands::route_packed_nets::{closure#17}::{closure#0}
bus/bands.rs	1083	dark	1	spaghettio_core::bus::bands::route_packed_nets::{closure#18}::{closure#0}
bus/bands.rs	1586	edge-only	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#4}::{closure#0}
bus/bands.rs	1662	dark	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#10}::{closure#0}
bus/bands.rs	1678	dark	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#13}::{closure#0}
bus/bands.rs	172	edge-only	1	spaghettio_core::bus::bands::shelf_pack::{closure#0}
bus/bands.rs	495	edge-only	4	spaghettio_core::bus::bands::band_contents::{closure#0}
bus/bands.rs	507	edge-only	30	spaghettio_core::bus::bands::band_contents::{closure#1}
bus/bands.rs	142	edge-only	1	spaghettio_core::bus::bands::extract_bands::{closure#1}
bus/bands.rs	419	dark	6	spaghettio_core::bus::bands::packing_refusal::{closure#1}
bus/bands.rs	623	dark	1	spaghettio_core::bus::bands::build_packed_nets::{closure#0}
bus/bands.rs	631	edge-only	6	spaghettio_core::bus::bands::build_packed_nets::{closure#1}
bus/bands.rs	317	edge-only	1	spaghettio_core::bus::bands::plan_band_packing::{closure#1}
bus/bands.rs	812	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#0}
bus/bands.rs	848	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#2}
bus/bands.rs	858	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#3}
bus/bands.rs	863	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#4}
bus/bands.rs	874	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#5}
bus/bands.rs	881	edge-only	14	spaghettio_core::bus::bands::route_packed_nets::{closure#6}
bus/bands.rs	898	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#7}
bus/bands.rs	914	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#8}
bus/bands.rs	943	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#9}
bus/bands.rs	830	edge-only	12	spaghettio_core::bus::bands::route_packed_nets::{closure#1}
bus/bands.rs	968	edge-only	3	spaghettio_core::bus::bands::route_packed_nets::{closure#14}
bus/bands.rs	995	edge-only	3	spaghettio_core::bus::bands::route_packed_nets::{closure#15}
bus/bands.rs	1014	edge-only	15	spaghettio_core::bus::bands::route_packed_nets::{closure#16}
bus/bands.rs	1035	edge-only	14	spaghettio_core::bus::bands::route_packed_nets::{closure#17}
bus/bands.rs	1080	edge-only	5	spaghettio_core::bus::bands::route_packed_nets::{closure#18}
bus/bands.rs	1087	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#19}
bus/bands.rs	1150	edge-only	4	spaghettio_core::bus::bands::route_packed_nets::{closure#21}
bus/bands.rs	1174	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#22}
bus/bands.rs	1189	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#23}
bus/bands.rs	1206	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#24}
bus/bands.rs	1265	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#25}
bus/bands.rs	1342	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#26}
bus/bands.rs	1343	edge-only	1	spaghettio_core::bus::bands::route_packed_nets::{closure#27}
bus/bands.rs	1381	dark	3	spaghettio_core::bus::bands::route_packed_nets::{closure#33}
bus/bands.rs	1447	dark	1	spaghettio_core::bus::bands::route_packed_nets::{closure#34}
bus/bands.rs	270	edge-only	1	spaghettio_core::bus::bands::enumerate_pack_plans::{closure#1}
bus/bands.rs	1538	edge-only	11	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#0}
bus/bands.rs	1575	dark	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#2}
bus/bands.rs	1576	dark	7	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#3}
bus/bands.rs	1586	edge-only	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#4}
bus/bands.rs	1597	edge-only	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#5}
bus/bands.rs	1626	edge-only	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#6}
bus/bands.rs	1627	edge-only	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#7}
bus/bands.rs	1641	edge-only	1	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#8}
bus/bands.rs	1642	dark	6	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#9}
bus/bands.rs	1659	dark	6	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#10}
bus/bands.rs	1554	edge-only	7	spaghettio_core::bus::bands::build_packed_layout_impl::{closure#1}
